InvoiceNo,StockCode,CustomerID,InvoiceDate,Year,Month,YearMonth,Quantity,UnitPrice,Revenue,IsCancelled,Country
546254,22791,14727.0,2011-03-10 14:45:00,2011,3,2011-03,12,1.25,15.0,False,United Kingdom
546306,35914,,2011-03-10 16:16:00,2011,3,2011-03,2,0.83,1.66,False,United Kingdom
546317,21060,14913.0,2011-03-11 09:07:00,2011,3,2011-03,12,0.85,10.2,False,United Kingdom
546365,22745,12520.0,2011-03-11 11:35:00,2011,3,2011-03,6,2.1,12.600000000000001,False,Germany
546383,21232,13654.0,2011-03-11 12:54:00,2011,3,2011-03,12,1.25,15.0,False,United Kingdom
546387,22965,16766.0,2011-03-11 13:34:00,2011,3,2011-03,12,2.1,25.200000000000003,False,United Kingdom
546387,22966,16766.0,2011-03-11 13:34:00,2011,3,2011-03,24,1.25,30.0,False,United Kingdom
546388,22081,,2011-03-11 13:42:00,2011,3,2011-03,1,3.29,3.29,False,United Kingdom
546388,22384,,2011-03-11 13:42:00,2011,3,2011-03,2,4.96,9.92,False,United Kingdom
546388,84029G,,2011-03-11 13:42:00,2011,3,2011-03,2,8.29,16.58,False,United Kingdom
546389,21523,16801.0,2011-03-11 13:56:00,2011,3,2011-03,2,7.95,15.9,False,United Kingdom
546396,72349B,13226.0,2011-03-11 14:35:00,2011,3,2011-03,4,2.1,8.4,False,United Kingdom
546423,22248,14502.0,2011-03-13 12:39:00,2011,3,2011-03,2,0.85,1.7,False,United Kingdom
546429,22951,17611.0,2011-03-13 15:25:00,2011,3,2011-03,1,0.55,0.55,False,United Kingdom
546486,15058A,15039.0,2011-03-14 11:41:00,2011,3,2011-03,1,7.95,7.95,False,United Kingdom
546502,21898,16005.0,2011-03-14 11:46:00,2011,3,2011-03,1,2.95,2.95,False,United Kingdom
546520,21058,14911.0,2011-03-14 12:28:00,2011,3,2011-03,12,0.85,10.2,False,EIRE
546538,82580,16327.0,2011-03-14 14:51:00,2011,3,2011-03,12,0.55,6.6000000000000005,False,United Kingdom
546542,21397,13263.0,2011-03-14 15:13:00,2011,3,2011-03,12,0.39,4.68,False,United Kingdom
546554,35915B,16037.0,2011-03-15 09:13:00,2011,3,2011-03,6,1.65,9.899999999999999,False,United Kingdom
546632,84978,17080.0,2011-03-15 12:05:00,2011,3,2011-03,72,1.06,76.32000000000001,False,United Kingdom
546643,85150,16214.0,2011-03-15 13:23:00,2011,3,2011-03,6,2.55,15.299999999999999,False,United Kingdom
546648,22423,,2011-03-15 14:15:00,2011,3,2011-03,13,24.96,324.48,False,United Kingdom
546649,84988,,2011-03-15 14:17:00,2011,3,2011-03,2,3.75,7.5,False,United Kingdom
C546730,22720,18183.0,2011-03-16 11:39:00,2011,3,2011-03,-1,4.95,-4.95,True,United Kingdom
546732,84692,14606.0,2011-03-16 11:41:00,2011,3,2011-03,2,0.42,0.84,False,United Kingdom
546753,20969,16383.0,2011-03-16 13:00:00,2011,3,2011-03,2,3.75,7.5,False,United Kingdom
546843,21383,12472.0,2011-03-17 12:40:00,2011,3,2011-03,12,0.65,7.800000000000001,False,Germany
546884,22295,,2011-03-17 18:08:00,2011,3,2011-03,1,3.29,3.29,False,United Kingdom
546888,22921,,2011-03-17 18:15:00,2011,3,2011-03,1,1.63,1.63,False,United Kingdom
546891,21458,,2011-03-17 18:18:00,2011,3,2011-03,1,2.46,2.46,False,United Kingdom
546891,84596J,,2011-03-17 18:18:00,2011,3,2011-03,1,0.83,0.83,False,United Kingdom
546892,21169,,2011-03-17 18:20:00,2011,3,2011-03,1,4.13,4.13,False,United Kingdom
546896,23051,,2011-03-17 18:24:00,2011,3,2011-03,1,16.63,16.63,False,United Kingdom
546896,15056N,,2011-03-17 18:24:00,2011,3,2011-03,1,12.46,12.46,False,United Kingdom
546917,21576,14911.0,2011-03-18 09:17:00,2011,3,2011-03,6,2.25,13.5,False,EIRE
546980,22411,13591.0,2011-03-18 12:18:00,2011,3,2011-03,10,1.95,19.5,False,United Kingdom
546984,37482P,15019.0,2011-03-18 12:35:00,2011,3,2011-03,6,0.39,2.34,False,United Kingdom
546984,20725,15019.0,2011-03-18 12:35:00,2011,3,2011-03,1,1.65,1.65,False,United Kingdom
546985,21320,18270.0,2011-03-18 12:41:00,2011,3,2011-03,6,2.55,15.299999999999999,False,United Kingdom
546998,84459B,16023.0,2011-03-18 13:32:00,2011,3,2011-03,3,1.49,4.47,False,United Kingdom
547042,21216,,2011-03-20 11:00:00,2011,3,2011-03,1,10.79,10.79,False,United Kingdom
547042,48111,,2011-03-20 11:00:00,2011,3,2011-03,1,15.79,15.79,False,United Kingdom
547042,21775,,2011-03-20 11:00:00,2011,3,2011-03,2,2.46,4.92,False,United Kingdom
547070,22261,16115.0,2011-03-20 13:58:00,2011,3,2011-03,1,0.85,0.85,False,United Kingdom
547083,21071,15452.0,2011-03-20 15:21:00,2011,3,2011-03,2,1.25,2.5,False,United Kingdom
547090,85150,17230.0,2011-03-20 16:12:00,2011,3,2011-03,6,2.55,15.299999999999999,False,United Kingdom
547093,21495,14762.0,2011-03-21 08:20:00,2011,3,2011-03,25,0.42,10.5,False,United Kingdom
547109,20725,12423.0,2011-03-21 11:46:00,2011,3,2011-03,10,1.65,16.5,False,Belgium
547202,22652,17841.0,2011-03-21 13:38:00,2011,3,2011-03,1,1.65,1.65,False,United Kingdom
547223,10002,12867.0,2011-03-21 15:10:00,2011,3,2011-03,5,0.85,4.25,False,United Kingdom
547248,21843,,2011-03-22 09:23:00,2011,3,2011-03,1,20.79,20.79,False,United Kingdom
547248,85194L,,2011-03-22 09:23:00,2011,3,2011-03,2,1.63,3.26,False,United Kingdom
547249,21288,,2011-03-22 09:27:00,2011,3,2011-03,2,3.29,6.58,False,United Kingdom
547249,22217,,2011-03-22 09:27:00,2011,3,2011-03,1,2.46,2.46,False,United Kingdom
547249,20719,,2011-03-22 09:27:00,2011,3,2011-03,1,1.63,1.63,False,United Kingdom
547251,21169,17865.0,2011-03-22 09:43:00,2011,3,2011-03,12,1.69,20.28,False,United Kingdom
547349,21109,15132.0,2011-03-22 12:02:00,2011,3,2011-03,2,6.75,13.5,False,United Kingdom
547385,22087,,2011-03-22 15:48:00,2011,3,2011-03,4,5.79,23.16,False,United Kingdom
547387,21929,12539.0,2011-03-22 16:00:00,2011,3,2011-03,10,1.95,19.5,False,Spain
547397,20711,,2011-03-22 16:55:00,2011,3,2011-03,1,4.13,4.13,False,United Kingdom
547414,21754,17733.0,2011-03-23 09:54:00,2011,3,2011-03,3,5.95,17.85,False,United Kingdom
547485,21976,17019.0,2011-03-23 11:16:00,2011,3,2011-03,3,0.55,1.6500000000000001,False,United Kingdom
547485,22489,17019.0,2011-03-23 11:16:00,2011,3,2011-03,3,0.42,1.26,False,United Kingdom
547498,22248,15021.0,2011-03-23 12:24:00,2011,3,2011-03,1,0.85,0.85,False,United Kingdom
547498,22382,15021.0,2011-03-23 12:24:00,2011,3,2011-03,1,1.65,1.65,False,United Kingdom
547514,21111,17486.0,2011-03-23 14:00:00,2011,3,2011-03,6,2.95,17.700000000000003,False,United Kingdom
547548,22983,15644.0,2011-03-23 15:37:00,2011,3,2011-03,12,0.42,5.04,False,United Kingdom
547552,20712,,2011-03-23 15:55:00,2011,3,2011-03,2,4.13,8.26,False,United Kingdom
547555,22466,14075.0,2011-03-23 16:35:00,2011,3,2011-03,12,1.95,23.4,False,United Kingdom
547569,22321,17491.0,2011-03-24 09:50:00,2011,3,2011-03,24,0.85,20.4,False,United Kingdom
547580,21756,13488.0,2011-03-24 10:48:00,2011,3,2011-03,3,5.95,17.85,False,United Kingdom
547650,21922,17059.0,2011-03-24 12:08:00,2011,3,2011-03,2,7.95,15.9,False,United Kingdom
547651,22432,16904.0,2011-03-24 12:11:00,2011,3,2011-03,3,1.95,5.85,False,United Kingdom
547664,21398,13069.0,2011-03-24 13:16:00,2011,3,2011-03,12,0.39,4.68,False,United Kingdom
547666,22759,14235.0,2011-03-24 13:23:00,2011,3,2011-03,24,1.65,39.599999999999994,False,United Kingdom
C547675,22263,17754.0,2011-03-24 14:07:00,2011,3,2011-03,-49,0.66,-32.34,True,United Kingdom
547708,82551,17450.0,2011-03-24 18:34:00,2011,3,2011-03,288,1.7,489.59999999999997,False,United Kingdom
547712,85066,16905.0,2011-03-24 19:31:00,2011,3,2011-03,1,12.75,12.75,False,United Kingdom
547724,47585A,13468.0,2011-03-25 10:42:00,2011,3,2011-03,4,3.75,15.0,False,United Kingdom
547730,22649,14796.0,2011-03-25 11:01:00,2011,3,2011-03,3,4.95,14.850000000000001,False,United Kingdom
547785,22520,13097.0,2011-03-25 11:41:00,2011,3,2011-03,2,0.85,1.7,False,United Kingdom
547788,21090,,2011-03-25 12:00:00,2011,3,2011-03,7,0.83,5.81,False,United Kingdom
547822,22215,12668.0,2011-03-25 14:53:00,2011,3,2011-03,2,8.5,17.0,False,Germany
547830,22077,,2011-03-25 15:50:00,2011,3,2011-03,3,3.29,9.870000000000001,False,United Kingdom
547833,22595,16780.0,2011-03-25 17:34:00,2011,3,2011-03,12,0.85,10.2,False,United Kingdom
547850,85130D,14472.0,2011-03-27 12:06:00,2011,3,2011-03,2,1.65,3.3,False,United Kingdom
547860,22560,17625.0,2011-03-27 12:21:00,2011,3,2011-03,3,1.25,3.75,False,United Kingdom
547867,85152,13357.0,2011-03-27 13:56:00,2011,3,2011-03,2,2.1,4.2,False,United Kingdom
547874,22284,14476.0,2011-03-27 15:39:00,2011,3,2011-03,2,1.65,3.3,False,United Kingdom
547880,21975,15426.0,2011-03-27 16:05:00,2011,3,2011-03,2,0.55,1.1,False,United Kingdom
547881,21993,13110.0,2011-03-27 16:08:00,2011,3,2011-03,1,2.95,2.95,False,United Kingdom
547914,22966,12594.0,2011-03-28 12:35:00,2011,3,2011-03,12,1.25,15.0,False,Italy
547921,22771,14766.0,2011-03-28 13:28:00,2011,3,2011-03,12,1.25,15.0,False,United Kingdom
547962,21714,12957.0,2011-03-28 15:38:00,2011,3,2011-03,12,1.25,15.0,False,United Kingdom
547969,84997A,17238.0,2011-03-28 16:27:00,2011,3,2011-03,5,4.15,20.75,False,United Kingdom
548005,21499,14128.0,2011-03-29 10:49:00,2011,3,2011-03,25,0.42,10.5,False,United Kingdom
548011,22662,14646.0,2011-03-29 11:14:00,2011,3,2011-03,200,1.45,290.0,False,Netherlands
548153,22521,15129.0,2011-03-29 13:05:00,2011,3,2011-03,12,0.85,10.2,False,United Kingdom
548163,21931,,2011-03-29 13:43:00,2011,3,2011-03,3,4.13,12.39,False,United Kingdom
548167,22386,,2011-03-29 13:45:00,2011,3,2011-03,4,4.13,16.52,False,United Kingdom
548185,84978,15628.0,2011-03-29 14:58:00,2011,3,2011-03,12,1.25,15.0,False,United Kingdom
548191,21561,,2011-03-29 15:20:00,2011,3,2011-03,1,4.96,4.96,False,United Kingdom
548197,22281,13588.0,2011-03-29 15:53:00,2011,3,2011-03,2,5.95,11.9,False,United Kingdom
548259,21382,14099.0,2011-03-30 11:12:00,2011,3,2011-03,4,2.95,11.8,False,United Kingdom
548309,22586,16657.0,2011-03-30 12:02:00,2011,3,2011-03,1,0.85,0.85,False,United Kingdom
548317,16156S,18179.0,2011-03-30 12:43:00,2011,3,2011-03,25,0.42,10.5,False,United Kingdom
548327,21730,16788.0,2011-03-30 13:05:00,2011,3,2011-03,2,4.95,9.9,False,United Kingdom
548335,20712,14272.0,2011-03-30 13:57:00,2011,3,2011-03,10,1.95,19.5,False,United Kingdom
548336,15036,13082.0,2011-03-30 14:06:00,2011,3,2011-03,600,0.65,390.0,False,United Kingdom
548351,82583,13001.0,2011-03-30 14:51:00,2011,3,2011-03,12,2.1,25.200000000000003,False,United Kingdom
548361,23126,16092.0,2011-03-30 15:38:00,2011,3,2011-03,4,4.95,19.8,False,United Kingdom
548363,21394,12428.0,2011-03-30 15:48:00,2011,3,2011-03,48,0.39,18.72,False,Finland
548373,22873,,2011-03-30 16:34:00,2011,3,2011-03,1,4.13,4.13,False,United Kingdom
548400,22192,17400.0,2011-03-30 17:33:00,2011,3,2011-03,1,8.5,8.5,False,United Kingdom
548404,37447,16398.0,2011-03-31 09:38:00,2011,3,2011-03,12,1.49,17.88,False,United Kingdom
548450,22028,15856.0,2011-03-31 11:20:00,2011,3,2011-03,12,0.42,5.04,False,United Kingdom
C548463,82483,13225.0,2011-03-31 12:11:00,2011,3,2011-03,-18,5.95,-107.10000000000001,True,United Kingdom
548470,22139,12782.0,2011-03-31 12:36:00,2011,3,2011-03,12,4.95,59.400000000000006,False,Portugal
548490,85066,12909.0,2011-03-31 13:13:00,2011,3,2011-03,4,12.75,51.0,False,United Kingdom
548502,84997c,,2011-03-31 14:17:00,2011,3,2011-03,2,8.29,16.58,False,United Kingdom
548505,22357,,2011-03-31 14:34:00,2011,3,2011-03,1,8.29,8.29,False,United Kingdom
548516,47566,,2011-03-31 16:28:00,2011,3,2011-03,1,10.79,10.79,False,United Kingdom
548522,20754,,2011-03-31 16:43:00,2011,3,2011-03,2,4.13,8.26,False,United Kingdom
548567,23078,17965.0,2011-04-01 10:34:00,2011,4,2011-04,24,1.25,30.0,False,United Kingdom
548627,21891,16333.0,2011-04-01 12:19:00,2011,4,2011-04,288,1.06,305.28000000000003,False,United Kingdom
548666,79321,13124.0,2011-04-01 14:58:00,2011,4,2011-04,5,5.75,28.75,False,United Kingdom
548698,21977,18109.0,2011-04-03 10:55:00,2011,4,2011-04,3,0.55,1.6500000000000001,False,United Kingdom
548703,21985,16010.0,2011-04-03 11:37:00,2011,4,2011-04,1,0.29,0.29,False,United Kingdom
548703,22383,16010.0,2011-04-03 11:37:00,2011,4,2011-04,2,1.65,3.3,False,United Kingdom
548703,22896,16010.0,2011-04-03 11:37:00,2011,4,2011-04,1,2.55,2.55,False,United Kingdom
548708,22963,13269.0,2011-04-03 12:41:00,2011,4,2011-04,6,0.85,5.1,False,United Kingdom
548710,21375,16678.0,2011-04-03 13:24:00,2011,4,2011-04,2,5.45,10.9,False,United Kingdom
548710,22570,16678.0,2011-04-03 13:24:00,2011,4,2011-04,4,3.75,15.0,False,United Kingdom
548714,22429,17337.0,2011-04-03 15:07:00,2011,4,2011-04,1,4.25,4.25,False,United Kingdom
548715,84251G,17758.0,2011-04-03 15:22:00,2011,4,2011-04,12,0.19,2.2800000000000002,False,United Kingdom
548728,22367,13198.0,2011-04-04 09:55:00,2011,4,2011-04,8,1.95,15.6,False,United Kingdom
548733,21754,17648.0,2011-04-04 10:29:00,2011,4,2011-04,3,5.95,17.85,False,United Kingdom
548740,20914,13319.0,2011-04-04 11:34:00,2011,4,2011-04,6,2.95,17.700000000000003,False,United Kingdom
548796,85099F,15752.0,2011-04-04 12:42:00,2011,4,2011-04,4,2.08,8.32,False,United Kingdom
548808,22622,17774.0,2011-04-04 12:55:00,2011,4,2011-04,2,11.95,23.9,False,United Kingdom
548863,48116,15311.0,2011-04-04 13:57:00,2011,4,2011-04,10,6.75,67.5,False,United Kingdom
548893,20719,,2011-04-04 15:54:00,2011,4,2011-04,1,1.63,1.63,False,United Kingdom
548894,21774,,2011-04-04 16:01:00,2011,4,2011-04,1,2.46,2.46,False,United Kingdom
548894,22378,,2011-04-04 16:01:00,2011,4,2011-04,2,4.13,8.26,False,United Kingdom
548974,22722,15194.0,2011-04-05 11:47:00,2011,4,2011-04,4,3.95,15.8,False,United Kingdom
549128,22995,16713.0,2011-04-06 14:25:00,2011,4,2011-04,36,0.42,15.12,False,United Kingdom
549155,21213,,2011-04-06 17:08:00,2011,4,2011-04,2,1.25,2.5,False,United Kingdom
549185,22978,18272.0,2011-04-07 09:35:00,2011,4,2011-04,6,3.75,22.5,False,United Kingdom
549250,85030,14446.0,2011-04-07 12:10:00,2011,4,2011-04,2,1.95,3.9,False,United Kingdom
549250,85144,14446.0,2011-04-07 12:10:00,2011,4,2011-04,1,1.95,1.95,False,United Kingdom
549251,84596L,14449.0,2011-04-07 12:16:00,2011,4,2011-04,2,0.42,0.84,False,United Kingdom
549251,85194L,14449.0,2011-04-07 12:16:00,2011,4,2011-04,4,0.85,3.4,False,United Kingdom
549257,84725,14465.0,2011-04-07 12:29:00,2011,4,2011-04,1,1.65,1.65,False,United Kingdom
549293,21463,17883.0,2011-04-07 19:16:00,2011,4,2011-04,1,5.95,5.95,False,United Kingdom
549368,22753,18036.0,2011-04-08 11:26:00,2011,4,2011-04,1,0.85,0.85,False,United Kingdom
549429,85099F,17001.0,2011-04-08 12:06:00,2011,4,2011-04,20,2.08,41.6,False,United Kingdom
549543,84050,18118.0,2011-04-10 11:14:00,2011,4,2011-04,1,1.65,1.65,False,United Kingdom
549543,22519,18118.0,2011-04-10 11:14:00,2011,4,2011-04,2,2.1,4.2,False,United Kingdom
549548,90175A,13548.0,2011-04-10 11:35:00,2011,4,2011-04,1,8.95,8.95,False,United Kingdom
549557,22990,14450.0,2011-04-10 12:59:00,2011,4,2011-04,3,4.95,14.850000000000001,False,United Kingdom
549578,21175,17340.0,2011-04-11 08:49:00,2011,4,2011-04,12,2.55,30.599999999999998,False,United Kingdom
549667,22672,14911.0,2011-04-11 12:20:00,2011,4,2011-04,12,1.65,19.799999999999997,False,EIRE
549682,22923,12596.0,2011-04-11 13:22:00,2011,4,2011-04,12,0.85,10.2,False,Spain
549721,22180,14911.0,2011-04-11 15:35:00,2011,4,2011-04,4,9.95,39.8,False,EIRE
549743,22821,16186.0,2011-04-12 10:05:00,2011,4,2011-04,12,0.65,7.800000000000001,False,United Kingdom
549743,22721,16186.0,2011-04-12 10:05:00,2011,4,2011-04,3,4.95,14.850000000000001,False,United Kingdom
C549783,22060,16558.0,2011-04-12 11:50:00,2011,4,2011-04,-5,3.95,-19.75,True,United Kingdom
C549786,21381,14071.0,2011-04-12 11:58:00,2011,4,2011-04,-24,1.69,-40.56,True,United Kingdom
549813,21710,17972.0,2011-04-12 12:16:00,2011,4,2011-04,1,4.95,4.95,False,United Kingdom
549833,22986,13458.0,2011-04-12 13:19:00,2011,4,2011-04,25,0.42,10.5,False,United Kingdom
549844,21899,12854.0,2011-04-12 14:17:00,2011,4,2011-04,7,0.65,4.55,False,United Kingdom
549845,23000,16729.0,2011-04-12 14:22:00,2011,4,2011-04,11,0.42,4.62,False,United Kingdom
549946,47566,17819.0,2011-04-13 12:44:00,2011,4,2011-04,2,4.95,9.9,False,United Kingdom
549958,22353,17589.0,2011-04-13 13:47:00,2011,4,2011-04,5,2.55,12.75,False,United Kingdom
549966,22032,16224.0,2011-04-13 14:17:00,2011,4,2011-04,12,0.42,5.04,False,United Kingdom
549967,21166,17873.0,2011-04-13 14:21:00,2011,4,2011-04,48,1.85,88.80000000000001,False,United Kingdom
549989,21730,13221.0,2011-04-13 16:58:00,2011,4,2011-04,4,4.95,19.8,False,United Kingdom
549989,84988,13221.0,2011-04-13 16:58:00,2011,4,2011-04,1,1.45,1.45,False,United Kingdom
550033,21931,15005.0,2011-04-14 11:45:00,2011,4,2011-04,2,2.08,4.16,False,United Kingdom
550035,22411,15039.0,2011-04-14 11:48:00,2011,4,2011-04,30,2.08,62.400000000000006,False,United Kingdom
550123,22029,,2011-04-14 12:39:00,2011,4,2011-04,12,0.42,5.04,False,United Kingdom
550130,90185C,14390.0,2011-04-14 13:17:00,2011,4,2011-04,6,4.25,25.5,False,United Kingdom
550137,21257,12477.0,2011-04-14 13:59:00,2011,4,2011-04,2,7.95,15.9,False,Germany
C550177,20726,13534.0,2011-04-14 17:17:00,2011,4,2011-04,-2,1.65,-3.3,True,United Kingdom
550179,22109,15220.0,2011-04-14 17:29:00,2011,4,2011-04,4,3.75,15.0,False,United Kingdom
550180,15056BL,14163.0,2011-04-14 17:33:00,2011,4,2011-04,2,5.95,11.9,False,United Kingdom
C550181,21239,13069.0,2011-04-14 17:43:00,2011,4,2011-04,-20,0.85,-17.0,True,United Kingdom
550188,22622,12457.0,2011-04-14 18:57:00,2011,4,2011-04,4,9.95,39.8,False,Switzerland
550278,82583,,2011-04-15 13:15:00,2011,4,2011-04,5,4.96,24.8,False,United Kingdom
550290,22570,15246.0,2011-04-15 14:45:00,2011,4,2011-04,4,3.75,15.0,False,United Kingdom
550298,23076,17346.0,2011-04-15 16:11:00,2011,4,2011-04,24,1.25,30.0,False,United Kingdom
550327,23254,12878.0,2011-04-17 13:07:00,2011,4,2011-04,4,4.15,16.6,False,United Kingdom
550331,85202,15555.0,2011-04-17 13:43:00,2011,4,2011-04,1,0.42,0.42,False,United Kingdom
550334,48138,17320.0,2011-04-17 14:09:00,2011,4,2011-04,1,7.95,7.95,False,United Kingdom
550348,22584,16947.0,2011-04-18 09:38:00,2011,4,2011-04,6,2.55,15.299999999999999,False,United Kingdom
550352,22179,16719.0,2011-04-18 10:21:00,2011,4,2011-04,1,6.75,6.75,False,United Kingdom
C550355,M,13811.0,2011-04-18 10:29:00,2011,4,2011-04,-1,222.75,-222.75,True,Germany
550438,22844,15265.0,2011-04-18 12:16:00,2011,4,2011-04,2,8.5,17.0,False,United Kingdom
550464,75049L,16550.0,2011-04-18 13:30:00,2011,4,2011-04,12,1.25,15.0,False,United Kingdom
550467,85200,18009.0,2011-04-18 13:36:00,2011,4,2011-04,2,1.25,2.5,False,United Kingdom
550470,22861,,2011-04-18 13:49:00,2011,4,2011-04,1,3.29,3.29,False,United Kingdom
550470,48194,,2011-04-18 13:49:00,2011,4,2011-04,1,15.79,15.79,False,United Kingdom
550470,79030G,,2011-04-18 13:49:00,2011,4,2011-04,1,5.79,5.79,False,United Kingdom
550470,20733,,2011-04-18 13:49:00,2011,4,2011-04,3,0.83,2.4899999999999998,False,United Kingdom
550470,21123,,2011-04-18 13:49:00,2011,4,2011-04,1,2.46,2.46,False,United Kingdom
550471,21380,,2011-04-18 13:52:00,2011,4,2011-04,1,5.79,5.79,False,United Kingdom
550471,22963,,2011-04-18 13:52:00,2011,4,2011-04,1,1.63,1.63,False,United Kingdom
550476,84997B,15769.0,2011-04-18 14:00:00,2011,4,2011-04,12,3.39,40.68,False,United Kingdom
550496,22132,,2011-04-18 15:05:00,2011,4,2011-04,2,0.85,1.7,False,United Kingdom
550496,84945,,2011-04-18 15:05:00,2011,4,2011-04,12,1.8,21.6,False,United Kingdom
550499,21452,,2011-04-18 15:16:00,2011,4,2011-04,1,5.79,5.79,False,United Kingdom
550499,85123A,,2011-04-18 15:16:00,2011,4,2011-04,1,5.79,5.79,False,United Kingdom
550500,82482,,2011-04-18 15:26:00,2011,4,2011-04,2,4.96,9.92,False,United Kingdom
550512,22523,18069.0,2011-04-18 16:31:00,2011,4,2011-04,2,0.85,1.7,False,United Kingdom
550512,84535B,18069.0,2011-04-18 16:31:00,2011,4,2011-04,1,0.65,0.65,False,United Kingdom
550513,22431,16928.0,2011-04-18 16:37:00,2011,4,2011-04,3,1.95,5.85,False,United Kingdom
550514,22087,14631.0,2011-04-18 16:49:00,2011,4,2011-04,6,2.95,17.700000000000003,False,United Kingdom
550542,22156,,2011-04-19 11:37:00,2011,4,2011-04,4,1.63,6.52,False,United Kingdom
550542,22286,,2011-04-19 11:37:00,2011,4,2011-04,2,3.29,6.58,False,United Kingdom
550607,48194,16919.0,2011-04-19 12:17:00,2011,4,2011-04,2,7.95,15.9,False,United Kingdom
550620,20971,12585.0,2011-04-19 13:39:00,2011,4,2011-04,12,1.25,15.0,False,Germany
550631,22626,15225.0,2011-04-19 14:51:00,2011,4,2011-04,2,8.5,17.0,False,United Kingdom
550636,37476,,2011-04-19 15:37:00,2011,4,2011-04,1,8.29,8.29,False,United Kingdom
550636,85194L,,2011-04-19 15:37:00,2011,4,2011-04,2,1.63,3.26,False,United Kingdom
550638,84992,,2011-04-19 15:44:00,2011,4,2011-04,1,1.25,1.25,False,United Kingdom
550644,84987,12733.0,2011-04-19 16:19:00,2011,4,2011-04,3,1.45,4.35,False,USA
550651,85049C,15436.0,2011-04-19 16:52:00,2011,4,2011-04,1,1.25,1.25,False,United Kingdom
550655,84870C,17217.0,2011-04-19 17:19:00,2011,4,2011-04,2,3.75,7.5,False,United Kingdom
550768,22673,15039.0,2011-04-20 12:44:00,2011,4,2011-04,1,1.25,1.25,False,United Kingdom
550799,22844,17115.0,2011-04-20 14:46:00,2011,4,2011-04,2,8.5,17.0,False,United Kingdom
550805,47590A,13162.0,2011-04-20 15:38:00,2011,4,2011-04,3,5.45,16.35,False,United Kingdom
550835,22630,15034.0,2011-04-21 10:52:00,2011,4,2011-04,1,1.95,1.95,False,United Kingdom
550899,22955,13505.0,2011-04-21 12:07:00,2011,4,2011-04,6,2.1,12.600000000000001,False,Switzerland
550899,21976,13505.0,2011-04-21 12:07:00,2011,4,2011-04,24,0.55,13.200000000000001,False,Switzerland
550900,23205,16553.0,2011-04-21 12:11:00,2011,4,2011-04,30,0.85,25.5,False,United Kingdom
550906,79164,14298.0,2011-04-21 12:34:00,2011,4,2011-04,240,0.39,93.60000000000001,False,United Kingdom
550911,23205,12354.0,2011-04-21 13:11:00,2011,4,2011-04,10,0.85,8.5,False,Spain
550911,23008,12354.0,2011-04-21 13:11:00,2011,4,2011-04,1,16.95,16.95,False,Spain
550912,21754,13267.0,2011-04-21 13:17:00,2011,4,2011-04,3,5.95,17.85,False,United Kingdom
550953,72598,,2011-04-21 16:17:00,2011,4,2011-04,2,1.63,3.26,False,United Kingdom
550953,22728,,2011-04-21 16:17:00,2011,4,2011-04,1,7.46,7.46,False,United Kingdom
550953,22797,,2011-04-21 16:17:00,2011,4,2011-04,1,33.29,33.29,False,United Kingdom
550955,21914,14189.0,2011-04-21 16:26:00,2011,4,2011-04,12,1.25,15.0,False,United Kingdom
550972,21086,14031.0,2011-04-21 17:05:00,2011,4,2011-04,4,0.65,2.6,False,United Kingdom
550986,22318,,2011-04-21 18:06:00,2011,4,2011-04,1,5.79,5.79,False,United Kingdom
551005,22283,,2011-04-26 09:48:00,2011,4,2011-04,1,15.79,15.79,False,United Kingdom
551005,85099B,,2011-04-26 09:48:00,2011,4,2011-04,3,4.13,12.39,False,United Kingdom
551008,22411,,2011-04-26 09:50:00,2011,4,2011-04,1,4.13,4.13,False,United Kingdom
551010,22719,,2011-04-26 09:52:00,2011,4,2011-04,2,2.46,4.92,False,United Kingdom
551014,22546,13209.0,2011-04-26 11:04:00,2011,4,2011-04,24,0.42,10.08,False,United Kingdom
551035,22727,15065.0,2011-04-26 11:34:00,2011,4,2011-04,4,3.75,15.0,False,United Kingdom
551056,21523,16442.0,2011-04-26 11:51:00,2011,4,2011-04,1,7.95,7.95,False,United Kingdom
551136,22430,15301.0,2011-04-26 13:05:00,2011,4,2011-04,4,4.95,19.8,False,United Kingdom
551136,21530,15301.0,2011-04-26 13:05:00,2011,4,2011-04,18,0.79,14.22,False,United Kingdom
551142,23148,17613.0,2011-04-26 13:22:00,2011,4,2011-04,4,0.83,3.32,False,United Kingdom
551173,85093,,2011-04-26 16:54:00,2011,4,2011-04,1,0.83,0.83,False,United Kingdom
551174,DOT,,2011-04-26 17:02:00,2011,4,2011-04,1,111.73,111.73,False,United Kingdom
551197,22781,14078.0,2011-04-27 11:26:00,2011,4,2011-04,1,7.65,7.65,False,United Kingdom
551247,22607,15640.0,2011-04-27 11:56:00,2011,4,2011-04,4,9.95,39.8,False,United Kingdom
551269,22382,12840.0,2011-04-27 12:21:00,2011,4,2011-04,10,1.65,16.5,False,United Kingdom
551271,84692,17187.0,2011-04-27 12:39:00,2011,4,2011-04,25,0.42,10.5,False,United Kingdom
551277,21528,13637.0,2011-04-27 13:06:00,2011,4,2011-04,1,6.95,6.95,False,United Kingdom
551305,85094,16145.0,2011-04-27 14:58:00,2011,4,2011-04,48,0.19,9.120000000000001,False,United Kingdom
551305,21395,16145.0,2011-04-27 14:58:00,2011,4,2011-04,48,0.39,18.72,False,United Kingdom
